7194 100321
9 2026 -1
9 2576 -1
9 3323 -1
9 3502 -1
9 4519 -1
9 6075 -1
9 6504 -1
9 6745 -1
10 6314 -1
11 3555 1
11 5944 1
11 6823 1
12 97 1
12 140 1
12 193 -1
12 272 1
12 460 1
12 512 -1
12 559 -1
12 600 -1
12 618 1
12 632 -1
12 648 1
12 698 -1
12 747 1
12 895 1
12 1178 1
12 1312 -1
12 1327 1
12 1393 1
12 1420 1
12 1480 -1
12 1737 1
12 1748 -1
12 1897 -1
12 1951 1
12 1968 -1
12 2003 1
12 2010 1
12 2078 -1
12 2252 1
12 2347 1
12 2367 -1
12 2379 1
12 2425 1
12 2513 1
12 2583 1
12 2585 1
12 2631 1
12 2721 1
12 2964 1
12 3038 1
12 3085 1
12 3113 1
12 3214 -1
12 3229 -1
12 3240 -1
12 3244 1
12 3246 -1
12 3359 1
12 3384 -1
12 3521 1
12 3546 1
12 3787 1
12 4149 1
12 4184 1
12 4252 1
12 4276 -1
12 4303 1
12 4335 -1
12 4365 -1
12 4516 -1
12 4741 1
12 4934 1
12 4974 1
12 5083 -1
12 5101 1
12 5160 1
12 5253 1
12 5347 1
12 5673 1
12 5721 1
12 5764 1
12 5988 1
12 6064 -1
12 6144 -1
12 6310 -1
12 6312 1
12 6359 1
12 6401 1
12 6426 1
12 6478 1
12 6691 -1
12 6713 1
12 6867 1
12 6965 1
12 6992 1
12 7058 1
12 7116 1
13 2115 -1
13 3230 -1
13 4693 -1
13 5506 1
14 139 1
14 165 1
14 193 1
14 198 1
14 363 1
14 411 1
14 419 1
14 469 -1
14 545 1
14 559 1
14 571 -1
14 602 1
14 616 1
14 619 -1
14 621 1
14 693 1
14 780 1
14 844 1
14 896 1
14 1025 1
14 1054 1
14 1081 -1
14 1124 1
14 1139 1
14 1183 -1
14 1259 1
14 1263 1
14 1284 1
14 1598 -1
14 1605 1
14 1642 1
14 1662 1
14 1720 1
14 1768 1
14 1850 1
14 1887 1
14 1940 1
14 1975 1
14 2057 1
14 2078 1
14 2176 1
14 2322 1
14 2369 -1
14 2512 -1
14 2679 -1
14 2680 1
14 2720 1
14 2927 -1
14 2964 1
14 2976 1
14 3037 1
14 3104 1
14 3193 -1
14 3234 1
14 3272 -1
14 3300 1
14 3366 1
14 3382 1
14 3474 1
14 3502 1
14 3546 1
14 3666 1
14 3848 1
14 3856 1
14 3974 1
14 4056 1
14 4081 1
14 4094 1
14 4099 1
14 4162 1
14 4201 -1
14 4231 1
14 4294 1
14 4304 1
14 4604 1
14 4657 1
14 4666 1
14 4698 1
14 4783 1
14 4796 1
14 4846 1
14 4924 1
14 4955 -1
14 4988 1
14 5003 1
14 5036 1
14 5214 1
14 5245 -1
14 5390 1
14 5433 1
14 5483 1
14 5505 1
14 5542 1
14 5627 1
14 5659 1
14 5734 1
14 5782 1
14 5801 1
14 5845 1
14 5856 1
14 5912 1
14 5984 1
14 5996 1
14 6047 1
14 6072 1
14 6112 1
14 6140 1
14 6141 1
14 6195 1
14 6244 1
14 6357 1
14 6367 1
14 6401 1
14 6606 -1
14 6642 1
14 6691 1
14 6757 1
14 6818 1
14 6880 1
14 7010 1
14 7114 1
14 7144 1
14 7148 1
15 6868 1
16 19 -1
16 350 1
16 482 1
16 550 1
16 584 1
16 675 1
16 846 1
16 1090 1
16 1515 1
16 1555 1
16 1571 -1
16 1810 1
16 2289 1
16 2373 1
16 2463 1
16 2499 1
16 2707 1
16 2720 1
16 3099 1
16 3215 1
16 3234 1
16 3391 1
16 3409 1
16 3598 1
16 3921 -1
16 3991 1
16 4045 1
16 4235 1
16 4681 1
16 4684 1
16 4748 1
16 4797 1
16 4835 1
16 5057 1
16 5063 1
16 5376 1
16 5390 1
16 5503 1
16 5911 1
16 6238 1
16 6532 1
16 6537 1
16 6582 1
16 6643 1
16 6681 1
16 6700 -1
16 6878 1
17 5495 1
18 3634 1
18 4189 1
19 69 1
19 167 1
19 203 1
19 792 1
19 844 1
19 1018 -1
19 1054 -1
19 1085 -1
19 1368 1
19 1399 1
19 1544 1
19 1870 1
19 2322 -1
19 2643 -1
19 2686 1
19 2709 -1
19 2803 -1
19 2951 1
19 3023 1
19 3664 1
19 3902 -1
19 4736 -1
19 5092 1
19 5112 -1
19 5214 1
19 5243 -1
19 5369 1
19 5453 1
19 5792 1
19 5966 -1
19 6145 1
19 6207 1
19 6469 1
19 6504 1
19 6592 -1
19 6681 1
19 6691 1
19 6815 -1
19 6995 1
20 4448 1
21 1598 -1
21 4670 1
22 354 -1
22 616 -1
22 2275 -1
22 2426 -1
22 4793 -1
22 5101 -1
23 683 -1
23 1325 1
23 4056 -1
23 4904 1
23 6675 -1
24 1704 -1
24 2156 -1
24 4710 -1
24 4725 1
24 5132 -1
25 2581 -1
26 6314 1
27 458 1
27 541 1
27 718 -1
27 1123 1
27 1193 1
27 1226 1
27 1351 1
27 1451 1
27 1603 -1
27 1929 1
27 2955 1
27 3162 1
27 3177 1
27 3224 -1
27 3550 1
27 3579 1
27 3799 1
27 3989 1
27 4235 1
27 4282 1
27 4406 -1
27 4675 1
27 5285 1
27 5390 1
27 5437 -1
27 5660 1
27 6063 1
27 6681 1
27 7021 1
27 7063 1
28 4323 1
29 31 1
29 106 1
29 154 1
29 160 1
29 270 1
29 350 1
29 359 1
29 409 1
29 458 1
29 654 1
29 753 1
29 759 1
29 861 1
29 988 1
29 1053 1
29 1079 1
29 1158 1
29 1176 1
29 1193 1
29 1202 1
29 1292 1
29 1603 1
29 1628 1
29 1738 1
29 1747 1
29 1790 1
29 1839 1
29 1929 1
29 1994 1
29 2000 1
29 2058 1
29 2262 1
29 2436 1
29 2699 1
29 2720 1
29 2726 1
29 2766 1
29 2820 1
29 2885 1
29 2941 1
29 2955 1
29 2995 1
29 3009 1
29 3083 1
29 3144 1
29 3456 1
29 3499 1
29 3696 1
29 3704 1
29 3862 1
29 3960 1
29 4021 1
29 4099 1
29 4283 1
29 4294 1
29 4356 -1
29 4380 1
29 4478 1
29 4615 1
29 4637 1
29 4701 -1
29 4702 1
29 4754 1
29 4762 1
29 4853 1
29 4924 1
29 4940 1
29 4979 1
29 5068 1
29 5233 1
29 5299 1
29 5373 1
29 5390 1
29 5481 1
29 5518 1
29 5670 1
29 5691 1
29 5801 1
29 6063 1
29 6087 1
29 6113 -1
29 6119 1
29 6238 1
29 6283 1
29 6295 1
29 6322 1
29 6433 1
29 6450 1
29 6462 1
29 6469 1
29 6615 1
29 6621 1
29 6684 -1
29 6725 -1
29 6753 1
29 6764 1
29 6984 1
29 6989 1
29 7021 1
29 7065 1
29 7068 1
29 7153 1
29 7185 1
30 218 -1
30 341 -1
30 1182 -1
30 1709 1
30 2976 -1
30 3037 -1
30 3234 -1
30 4026 -1
30 4589 -1
30 4707 -1
30 5036 -1
30 5148 -1
30 5518 -1
30 6011 -1
30 6401 -1
31 68 1
31 79 1
31 1085 1
31 2000 1
31 2436 1
31 2450 1
31 2699 1
31 2820 1
31 2907 1
31 2995 1
31 3575 1
31 3862 1
31 3905 1
31 4018 1
31 4021 1
31 4762 1
31 4996 1
31 5285 1
31 5299 1
31 5481 1
31 6238 1
31 6463 1
31 6550 1
31 6684 1
31 6764 1
31 6901 1
31 7065 1
32 4183 -1
34 693 -1
34 999 -1
34 1183 -1
34 1620 -1
34 2691 -1
34 3856 1
34 4439 1
34 5209 1
34 6468 1
34 6843 -1
35 483 1
35 550 1
35 1158 1
35 3311 1
35 3837 1
35 3978 1
35 4283 1
35 6316 1
35 6900 1
35 6980 1
36 564 1
36 844 1
36 1124 1
36 1324 1
36 1670 1
36 2504 1
36 3492 1
36 4236 1
36 4894 1
36 4904 1
36 4937 -1
36 4973 1
36 5411 1
36 6314 1
36 6761 1
37 165 1
37 204 1
37 597 1
37 598 1
37 621 1
37 718 1
37 859 1
37 1072 -1
37 1453 -1
37 1642 1
37 1720 1
37 1790 1
37 1850 1
37 1912 1
37 1940 1
37 1952 1
37 2078 1
37 2295 1
37 2567 -1
37 2752 1
37 3013 1
37 3019 1
37 3044 1
37 3202 1
37 3226 1
37 3267 1
37 3318 1
37 3321 1
37 3382 1
37 3546 1
37 3575 1
37 3585 1
37 3668 1
37 3707 1
37 3824 1
37 4021 1
37 4056 1
37 4094 1
37 4493 1
37 4591 1
37 4628 1
37 4710 1
37 4894 1
37 5030 1
37 5063 1
37 5214 1
37 5245 -1
37 5340 1
37 5390 1
37 5402 1
37 5535 1
37 5608 1
37 5659 1
37 5728 1
37 5782 1
37 5856 1
37 5912 1
37 5938 1
37 6357 1
37 6401 1
37 6524 1
37 6642 1
37 6691 1
37 6818 1
37 6870 1
37 6987 -1
37 7029 1
37 7162 1
37 7184 1
37 7191 1
38 7005 -1
39 2955 1
40 3226 1
41 153 1
41 170 1
41 398 -1
41 482 1
41 490 1
41 578 1
41 718 1
41 905 1
41 961 1
41 1174 1
41 1239 1
41 1256 1
41 1258 1
41 1297 1
41 1347 1
41 1352 1
41 1392 1
41 1631 1
41 1642 1
41 1652 1
41 1940 1
41 1973 1
41 2057 1
41 2060 1
41 2189 1
41 2281 1
41 2723 1
41 2762 1
41 2833 1
41 3104 1
41 3164 1
41 3214 1
41 3229 1
41 3712 1
41 3957 1
41 4085 1
41 4101 1
41 4292 1
41 4335 1
41 4365 1
41 4547 1
41 4711 1
41 4804 1
41 4887 1
41 4898 1
41 5014 1
41 5021 1
41 5030 1
41 5045 1
41 5083 1
41 5132 1
41 5154 1
41 5157 1
41 5250 1
41 5317 1
41 5347 1
41 5439 1
41 5441 1
41 5457 1
41 5524 1
41 5529 1
41 5616 1
41 5666 1
41 5728 1
41 5816 1
41 5905 1
41 5912 -1
41 6325 1
41 6363 -1
41 6381 1
41 6642 1
41 6691 1
41 6740 1
41 6810 1
42 4484 1
42 4894 1
43 68 1
43 2726 -1
43 3826 1
43 3862 1
43 4295 1
43 4896 1
43 6207 1
43 6725 1
44 46 -1
44 179 1
44 191 1
44 193 1
44 202 1
44 207 1
44 273 -1
44 283 -1
44 306 -1
44 320 -1
44 331 1
44 340 1
44 341 -1
44 365 1
44 447 -1
44 483 1
44 498 1
44 588 1
44 597 1
44 618 1
44 678 1
44 692 1
44 694 1
44 718 1
44 747 1
44 756 1
44 780 -1
44 838 -1
44 872 1
44 884 -1
44 927 -1
44 944 1
44 945 1
44 979 1
44 999 1
44 1010 1
44 1038 1
44 1046 -1
44 1053 -1
44 1054 1
44 1186 -1
44 1191 1
44 1206 1
44 1246 1
44 1259 -1
44 1309 1
44 1322 1
44 1331 -1
44 1332 1
44 1347 1
44 1453 1
44 1513 1
44 1553 1
44 1554 -1
44 1573 1
44 1574 1
44 1581 1
44 1605 -1
44 1642 1
44 1651 1
44 1701 -1
44 1711 1
44 1720 1
44 1779 1
44 1816 1
44 1850 1
44 1879 -1
44 1902 1
44 1912 1
44 1914 1
44 1940 -1
44 1943 1
44 1966 1
44 2016 1
44 2057 1
44 2069 1
44 2078 1
44 2176 1
44 2255 -1
44 2259 -1
44 2297 -1
44 2302 1
44 2366 1
44 2398 1
44 2420 -1
44 2455 1
44 2483 1
44 2560 1
44 2563 -1
44 2571 -1
44 2604 1
44 2621 -1
44 2685 1
44 2691 1
44 2730 1
44 2788 1
44 2800 -1
44 2815 1
44 2832 -1
44 2882 -1
44 2904 1
44 2917 -1
44 2927 1
44 2933 -1
44 2944 1
44 2999 1
44 3013 1
44 3037 1
44 3038 1
44 3055 1
44 3087 1
44 3123 -1
44 3133 1
44 3136 -1
44 3186 1
44 3187 -1
44 3217 1
44 3234 1
44 3248 1
44 3267 1
44 3300 1
44 3382 1
44 3474 1
44 3491 -1
44 3536 -1
44 3635 1
44 3660 1
44 3666 1
44 3683 1
44 3684 1
44 3694 1
44 3696 1
44 3729 -1
44 3735 1
44 3767 1
44 3813 1
44 3818 1
44 3908 -1
44 3940 1
44 3983 1
44 4011 -1
44 4020 -1
44 4021 1
44 4056 1
44 4075 1
44 4081 -1
44 4082 -1
44 4094 1
44 4107 1
44 4158 -1
44 4204 1
44 4250 1
44 4257 1
44 4299 1
44 4302 -1
44 4425 -1
44 4433 -1
44 4435 1
44 4561 1
44 4589 1
44 4590 1
44 4591 1
44 4684 -1
44 4725 1
44 4775 1
44 4779 -1
44 4894 -1
44 4917 -1
44 4988 1
44 4996 1
44 5030 1
44 5031 1
44 5036 -1
44 5049 -1
44 5063 -1
44 5078 1
44 5113 -1
44 5132 1
44 5193 -1
44 5267 1
44 5298 -1
44 5363 -1
44 5376 -1
44 5390 1
44 5449 -1
44 5462 -1
44 5501 -1
44 5527 1
44 5541 1
44 5580 1
44 5619 -1
44 5659 1
44 5670 1
44 5734 1
44 5755 -1
44 5821 1
44 5845 -1
44 5856 1
44 5875 -1
44 5918 -1
44 5934 -1
44 5972 1
44 6024 1
44 6047 -1
44 6072 -1
44 6103 1
44 6141 1
44 6195 -1
44 6238 1
44 6241 1
44 6254 1
44 6276 1
44 6315 -1
44 6316 1
44 6321 -1
44 6362 -1
44 6386 1
44 6401 1
44 6430 -1
44 6459 1
44 6469 -1
44 6485 -1
44 6572 1
44 6578 -1
44 6606 -1
44 6621 -1
44 6642 1
44 6651 -1
44 6658 1
44 6683 1
44 6691 1
44 6818 1
44 6820 1
44 6870 1
44 6906 1
44 6965 1
44 6967 -1
44 7049 1
44 7062 1
44 7065 1
44 7148 1
44 7162 -1
44 7179 1
44 7183 1
44 7184 1
44 7187 -1
44 7191 1
45 4969 1
46 136 -1
46 198 -1
46 624 -1
46 1663 -1
46 2483 -1
46 2976 -1
46 3234 -1
46 3382 -1
46 4772 -1
46 5004 -1
46 5327 -1
46 5501 -1
46 6241 -1
46 6642 -1
47 203 1
47 223 1
47 382 1
47 385 1
47 504 1
47 597 1
47 718 1
47 756 -1
47 760 1
47 945 1
47 1003 1
47 1319 -1
47 1555 1
47 1720 1
47 1742 1
47 1777 1
47 1868 1
47 1943 1
47 1956 1
47 2078 -1
47 2083 1
47 2233 -1
47 2633 1
47 3246 1
47 3347 1
47 3635 1
47 3824 1
47 3978 1
47 4003 1
47 4056 -1
47 4094 1
47 4158 -1
47 4173 1
47 4640 1
47 4711 1
47 4894 1
47 4970 1
47 5030 -1
47 5031 1
47 5132 1
47 5231 1
47 5518 1
47 5659 1
47 5856 1
47 5912 1
47 6238 1
47 6315 -1
47 6362 1
47 6459 1
47 6469 -1
47 6592 1
47 6606 -1
47 6613 -1
47 6642 1
47 6691 1
47 6797 1
47 6818 1
47 6857 1
47 7047 1
48 4633 -1
48 6887 -1
49 221 -1
49 944 1
49 1715 -1
49 3880 1
50 3473 1
50 6675 -1
51 492 1
51 2973 1
51 3762 1
51 5281 1
51 5353 1
51 6272 1
51 6705 1
52 7133 -1
53 3479 1
54 765 -1
54 969 1
54 5600 -1
54 6675 -1
55 6971 -1
56 121 1
56 190 1
56 294 1
56 297 1
56 309 1
56 350 1
56 452 -1
56 482 1
56 483 1
56 616 1
56 671 1
56 706 1
56 718 1
56 857 1
56 879 1
56 900 1
56 968 1
56 1018 1
56 1054 1
56 1095 1
56 1100 1
56 1117 1
56 1158 1
56 1406 1
56 1429 1
56 1494 1
56 1506 1
56 1515 1
56 1534 1
56 1544 1
56 1660 -1
56 1810 1
56 1868 1
56 1869 1
56 1870 1
56 1916 1
56 1977 1
56 1978 1
56 1994 1
56 2002 1
56 2011 1
56 2026 1
56 2057 1
56 2178 1
56 2211 1
56 2289 1
56 2322 1
56 2380 1
56 2504 1
56 2518 1
56 2522 1
56 2524 1
56 2576 1
56 2603 1
56 2614 1
56 2686 1
56 2698 1
56 2708 1
56 2729 1
56 2843 1
56 2995 1
56 3004 1
56 3005 1
56 3023 1
56 3076 1
56 3083 1
56 3159 1
56 3232 1
56 3296 1
56 3373 1
56 3400 1
56 3501 1
56 3502 1
56 3674 1
56 3745 1
56 3818 1
56 3837 1
56 3877 1
56 3921 1
56 3952 1
56 3991 1
56 4002 1
56 4099 1
56 4114 1
56 4236 1
56 4283 1
56 4389 1
56 4519 1
56 4533 1
56 4666 1
56 4684 1
56 4711 1
56 4820 1
56 4887 1
56 4924 1
56 4937 1
56 4955 1
56 4973 1
56 5031 1
56 5112 1
56 5197 1
56 5228 1
56 5243 1
56 5291 1
56 5298 1
56 5390 -1
56 5411 1
56 5432 1
56 5511 1
56 5538 1
56 5540 1
56 5579 1
56 5627 1
56 5638 1
56 5648 1
56 5880 1
56 5913 1
56 5944 1
56 6026 1
56 6073 1
56 6075 1
56 6086 1
56 6238 1
56 6264 1
56 6283 1
56 6299 1
56 6459 1
56 6469 1
56 6474 1
56 6504 1
56 6523 1
56 6524 1
56 6543 -1
56 6560 -1
56 6568 1
56 6670 1
56 6745 1
56 6815 1
56 6860 1
56 6878 1
56 6980 1
56 7026 1
56 7047 1
56 7116 1
56 7126 1
56 7132 1
57 3159 1
58 1770 1
59 119 1
59 276 1
59 331 1
59 515 1
59 559 1
59 588 1
59 671 1
59 718 1
59 756 1
59 895 1
59 945 1
59 1007 1
59 1044 1
59 1054 -1
59 1124 1
59 1257 1
59 1451 1
59 1480 1
59 1642 1
59 1709 -1
59 1735 1
59 1748 1
59 1880 1
59 2155 1
59 2315 1
59 2882 1
59 2963 1
59 3184 -1
59 3234 1
59 3244 1
59 3382 1
59 3384 1
59 3412 1
59 3429 1
59 3546 1
59 3753 1
59 4094 1
59 4378 1
59 4508 1
59 4623 1
59 4783 1
59 4835 1
59 4934 1
59 5028 1
59 5063 1
59 5113 -1
59 5180 1
59 5347 1
59 5672 1
59 5733 1
59 5764 1
59 5912 1
59 6141 1
59 6191 1
59 6237 1
59 6336 1
59 6478 1
59 6665 -1
59 7020 1
60 6359 1
61 4657 1
62 139 1
62 167 1
62 179 1
62 313 1
62 382 1
62 520 1
62 597 1
62 616 1
62 931 -1
62 949 1
62 979 1
62 1053 1
62 1516 1
62 1555 1
62 1581 1
62 1605 1
62 1704 1
62 1943 1
62 2289 1
62 2295 -1
62 2752 1
62 2995 -1
62 3019 1
62 3037 1
62 3132 1
62 3411 1
62 3546 1
62 3635 1
62 3835 1
62 3863 1
62 3935 1
62 4056 1
62 4158 1
62 4185 1
62 4256 1
62 4396 1
62 4561 1
62 4570 1
62 4605 -1
62 4652 -1
62 4684 1
62 4725 1
62 4820 1
62 5030 1
62 5090 1
62 5113 1
62 5132 1
62 5503 1
62 5551 1
62 6206 1
62 6238 1
62 6459 1
62 6597 -1
62 6642 1
62 6691 1
62 6857 1
62 6985 1
62 7148 1
63 5353 1
64 69 1
64 167 1
64 223 1
64 224 -1
64 261 1
64 482 1
64 520 1
64 598 1
64 680 1
64 780 1
64 844 -1
64 945 1
64 1176 1
64 1259 1
64 1531 -1
64 1571 -1
64 1660 -1
64 1754 1
64 2069 1
64 2166 1
64 2289 1
64 2562 1
64 2720 1
64 2738 -1
64 2921 1
64 2952 1
64 2999 1
64 3299 1
64 3546 1
64 3575 1
64 3704 -1
64 3824 1
64 3916 1
64 3978 1
64 4048 1
64 4094 1
64 4158 1
64 4258 -1
64 4260 1
64 4565 1
64 4604 1
64 4684 1
64 4711 1
64 4894 1
64 4924 1
64 5090 1
64 5132 1
64 5379 -1
64 5390 1
64 5535 1
64 5627 1
64 5640 1
64 5659 1
64 5734 1
64 6070 -1
64 6082 1
64 6191 1
64 6238 1
64 6280 1
64 6401 1
64 6537 1
64 6560 1
64 6621 1
64 6642 1
64 6691 1
64 6817 1
64 6818 1
64 6823 1
64 6832 1
64 6857 1
64 7018 -1
64 7048 1
65 299 1
65 344 -1
65 1628 1
65 1726 -1
65 1996 1
65 2040 1
65 2154 -1
65 2359 -1
65 2436 1
65 2820 1
65 2827 1
65 3262 -1
65 3631 1
65 4141 1
65 4183 1
65 4485 -1
65 4622 -1
65 5336 1
65 5625 1
65 5740 -1
65 6087 1
65 6238 1
65 6675 1
65 6685 1
66 6670 1
67 3323 1
67 5847 1
68 160 1
68 183 1
68 206 1
68 270 1
68 286 1
68 359 1
68 458 1
68 595 1
68 609 1
68 693 1
68 713 1
68 837 1
68 909 1
68 1018 1
68 1044 1
68 1079 1
68 1085 1
68 1090 1
68 1121 1
68 1152 1
68 1181 1
68 1193 1
68 1195 -1
68 1310 1
68 1419 1
68 1446 1
68 1449 1
68 1451 1
68 1515 1
68 1534 1
68 1628 1
68 1644 1
68 1667 1
68 1685 1
68 1733 1
68 1738 1
68 1790 1
68 1819 1
68 1868 1
68 1870 1
68 1919 1
68 1929 1
68 2000 1
68 2002 1
68 2096 1
68 2157 1
68 2289 1
68 2411 1
68 2442 1
68 2479 1
68 2518 1
68 2533 1
68 2541 1
68 2598 1
68 2599 1
68 2639 1
68 2666 1
68 2726 1
68 2753 1
68 2764 1
68 2803 -1
68 2820 1
68 2841 1
68 2866 1
68 2935 1
68 2955 1
68 2966 1
68 2995 1
68 3004 1
68 3030 1
68 3083 1
68 3115 1
68 3120 1
68 3169 1
68 3177 1
68 3285 1
68 3314 1
68 3399 1
68 3505 1
68 3550 1
68 3561 1
68 3575 1
68 3579 1
68 3745 1
68 3782 1
68 3789 1
68 3799 1
68 3826 1
68 3862 1
68 3921 1
68 3989 1
68 3991 1
68 4003 1
68 4007 1
68 4018 1
68 4118 1
68 4124 1
68 4135 1
68 4141 1
68 4235 1
68 4257 -1
68 4260 1
68 4263 1
68 4279 1
68 4294 1
68 4323 1
68 4374 1
68 4388 1
68 4393 1
68 4406 1
68 4414 1
68 4432 1
68 4452 1
68 4470 1
68 4478 1
68 4604 1
68 4608 1
68 4615 1
68 4637 1
68 4649 1
68 4724 1
68 4904 1
68 4983 1
68 5060 1
68 5109 1
68 5112 1
68 5129 1
68 5184 1
68 5266 1
68 5287 1
68 5313 1
68 5354 1
68 5376 1
68 5390 1
68 5395 1
68 5429 1
68 5443 1
68 5460 1
68 5481 1
68 5487 1
68 5501 -1
68 5522 1
68 5581 1
68 5747 1
68 5847 1
68 5967 1
68 6055 1
68 6063 1
68 6119 1
68 6145 1
68 6191 1
68 6207 1
68 6238 1
68 6280 1
68 6283 1
68 6332 1
68 6362 1
68 6412 1
68 6450 1
68 6592 1
68 6606 -1
68 6675 1
68 6764 1
68 6900 1
68 6984 1
68 7018 1
68 7021 1
68 7063 1
68 7068 1
68 7159 1
69 104 -1
69 183 1
69 188 -1
69 189 1
69 224 1
69 295 -1
69 296 1
69 297 1
69 359 1
69 452 1
69 458 1
69 472 1
69 550 1
69 597 -1
69 598 1
69 693 -1
69 718 1
69 779 1
69 835 -1
69 844 -1
69 857 1
69 904 1
69 909 1
69 956 1
69 1018 1
69 1028 1
69 1054 1
69 1055 1
69 1085 -1
69 1112 1
69 1117 1
69 1142 1
69 1160 1
69 1281 1
69 1305 1
69 1310 1
69 1399 1
69 1406 1
69 1429 1
69 1455 1
69 1462 1
69 1493 1
69 1494 1
69 1506 -1
69 1511 1
69 1515 1
69 1571 1
69 1660 1
69 1744 -1
69 1754 -1
69 1770 1
69 1772 1
69 1842 1
69 1869 1
69 1870 1
69 1919 1
69 1948 1
69 1986 1
69 1995 1
69 1996 1
69 2011 1
69 2121 -1
69 2145 1
69 2148 1
69 2155 1
69 2157 1
69 2220 1
69 2222 1
69 2260 1
69 2276 1
69 2295 1
69 2371 -1
69 2401 1
69 2444 1
69 2451 -1
69 2504 -1
69 2533 1
69 2568 1
69 2593 1
69 2598 1
69 2647 1
69 2679 -1
69 2698 1
69 2700 1
69 2738 1
69 2753 1
69 2784 -1
69 2832 1
69 2841 1
69 2887 1
69 3030 1
69 3037 1
69 3059 -1
69 3076 1
69 3083 1
69 3115 -1
69 3158 1
69 3190 1
69 3231 1
69 3232 1
69 3279 1
69 3285 1
69 3311 1
69 3316 1
69 3323 1
69 3373 1
69 3394 1
69 3400 1
69 3479 -1
69 3501 1
69 3502 1
69 3575 1
69 3605 1
69 3607 1
69 3653 -1
69 3752 1
69 3780 1
69 3799 1
69 3835 1
69 3837 1
69 3867 1
69 3906 1
69 3921 1
69 3944 1
69 3956 1
69 3960 1
69 3961 1
69 3968 1
69 3978 -1
69 4007 1
69 4044 1
69 4056 1
69 4124 1
69 4157 1
69 4256 1
69 4258 -1
69 4260 1
69 4280 1
69 4294 1
69 4304 1
69 4319 1
69 4339 1
69 4374 1
69 4393 1
69 4399 1
69 4405 -1
69 4406 -1
69 4452 1
69 4468 1
69 4478 -1
69 4514 1
69 4519 -1
69 4525 1
69 4533 1
69 4604 -1
69 4666 1
69 4684 1
69 4688 1
69 4694 1
69 4749 1
69 4796 1
69 4824 1
69 4840 1
69 4847 1
69 4866 1
69 4904 -1
69 4924 1
69 4937 -1
69 4969 1
69 4973 1
69 4983 1
69 5055 1
69 5088 -1
69 5112 1
69 5136 1
69 5214 1
69 5224 1
69 5245 1
69 5342 -1
69 5376 1
69 5395 1
69 5427 1
69 5432 1
69 5443 1
69 5455 1
69 5481 1
69 5501 1
69 5522 1
69 5538 1
69 5540 -1
69 5580 1
69 5605 1
69 5617 1
69 5627 1
69 5670 1
69 5686 1
69 5712 1
69 5722 1
69 5756 1
69 5801 1
69 5837 1
69 5886 1
69 5889 1
69 5890 1
69 5913 -1
69 5944 1
69 5970 1
69 5978 1
69 5989 1
69 6026 -1
69 6086 1
69 6103 1
69 6157 1
69 6264 1
69 6283 -1
69 6314 1
69 6315 1
69 6468 1
69 6469 1
69 6533 1
69 6560 1
69 6572 -1
69 6592 -1
69 6606 1
69 6659 1
69 6665 -1
69 6670 1
69 6691 1
69 6740 -1
69 6745 1
69 6806 1
69 6823 1
69 6836 1
69 6880 1
69 6899 1
69 7068 1
69 7126 1
69 7133 1
69 7139 1
69 7148 1
69 7167 1
70 3715 1
