103 1051
95 32 1
71 77 1
33 32 1
39 47 1
59 47 1
35 82 1
58 77 1
76 61 1
19 47 1
25 34 1
53 23 1
41 76 1
25 20 1
95 21 1
93 68 1
20 79 1
57 25 1
60 103 1
13 91 1
88 91 1
95 13 1
60 79 1
31 91 1
86 29 1
84 40 1
33 50 1
59 76 1
50 95 1
23 41 -1
39 32 1
24 17 1
58 103 1
64 37 1
29 57 1
71 91 1
95 93 1
76 77 1
35 13 1
34 40 1
34 89 1
53 34 1
60 77 1
55 91 1
74 73 1
44 91 1
64 88 1
21 41 1
35 47 1
64 71 1
57 37 1
86 26 1
69 68 1
41 78 1
20 29 1
94 33 -1
76 59 1
47 14 1
52 76 1
95 88 1
57 76 1
99 79 1
57 88 1
20 91 1
42 89 1
67 32 1
58 31 1
60 29 1
76 103 1
53 40 1
57 71 1
15 97 1
20 67 1
67 94 -1
93 76 1
97 89 1
20 25 1
11 36 1
70 38 -1
11 33 1
98 91 1
60 91 1
23 70 1
29 76 1
33 13 1
95 65 1
58 29 1
86 76 1
65 89 1
15 86 1
84 51 1
20 24 1
31 11 1
49 91 1
33 47 1
87 91 1
60 70 1
24 28 1
25 51 1
58 91 1
29 21 1
92 14 1
43 76 1
36 38 -1
71 74 1
71 67 1
40 68 1
37 94 -1
34 51 1
42 86 1
50 44 1
58 67 1
60 24 1
32 95 1
72 93 1
40 91 1
99 91 1
15 79 1
65 41 1
76 68 1
76 73 1
50 15 1
23 80 1
19 19 1
53 96 1
21 20 1
64 99 1
31 41 1
25 100 1
97 96 1
20 71 1
97 86 1
79 78 1
82 58 1
70 32 1
36 42 -1
50 54 1
88 13 1
24 38 -1
60 67 1
50 60 1
96 25 -1
86 42 1
77 91 1
21 40 1
38 54 -1
79 95 1
12 93 1
13 11 1
78 44 1
13 40 1
23 34 1
20 41 1
82 20 1
23 37 1
49 93 -1
24 82 1
60 49 1
31 58 1
44 40 1
27 76 1
95 78 1
36 47 1
17 91 1
23 22 1
11 76 1
90 40 1
73 74 1
88 41 1
78 15 1
60 37 1
47 59 1
38 32 -1
70 84 1
76 46 1
79 15 1
57 97 1
11 21 1
57 77 1
82 89 1
15 55 1
65 95 1
76 71 1
58 41 1
82 51 1
58 37 1
76 29 1
42 91 1
24 32 1
44 41 1
78 60 1
102 23 1
98 51 1
20 40 1
39 78 1
41 46 1
33 19 1
21 51 1
99 41 1
21 15 -1
36 88 1
64 79 1
31 51 1
58 71 1
32 33 1
70 13 1
82 64 1
76 49 1
60 58 1
13 51 1
88 58 1
88 40 1
41 29 1
88 89 1
79 44 1
35 95 1
95 15 1
50 88 1
53 55 1
44 51 1
71 58 1
31 33 -1
54 70 1
87 40 1
20 20 1
76 42 1
46 38 -1
25 91 1
55 58 1
15 91 1
23 96 1
68 17 1
20 86 1
94 40 1
96 88 1
95 60 1
60 34 1
19 29 1
88 20 1
81 76 1
51 38 -1
100 76 1
99 40 1
82 39 1
41 24 1
17 49 1
100 32 1
29 60 1
54 37 1
79 60 1
24 21 1
64 91 1
20 89 1
71 20 1
95 29 1
87 41 1
88 19 1
91 51 1
11 35 1
51 25 -1
20 51 1
82 28 1
84 57 1
55 20 1
59 70 1
86 77 1
58 86 1
24 57 1
60 40 1
102 33 -1
65 15 1
23 100 1
32 93 1
57 91 1
88 51 1
22 95 1
43 77 1
84 93 1
20 64 1
82 95 1
50 76 1
71 51 1
82 38 -1
79 25 1
87 51 1
34 47 1
65 28 1
68 91 1
95 24 1
32 88 1
76 34 1
57 24 1
50 65 1
78 65 1
37 95 1
86 91 1
50 35 1
25 82 1
51 88 -1
53 13 1
99 51 1
22 78 1
38 13 1
29 26 1
32 57 1
82 36 1
71 100 1
82 33 1
88 95 1
64 50 1
64 67 1
53 47 1
96 21 1
35 54 1
76 89 1
41 37 1
94 60 -1
76 48 1
60 86 1
29 24 1
31 38 -1
38 15 -1
33 87 1
95 71 1
32 47 1
15 41 1
82 82 1
87 29 -1
15 20 1
60 51 1
53 11 1
88 25 -1
71 38 -1
54 76 1
38 40 1
41 88 1
79 88 1
77 58 1
20 28 1
37 78 1
41 87 1
50 97 1
78 76 1
25 57 1
44 38 -1
64 49 1
94 38 -1
93 91 1
54 52 1
82 94 -1
64 41 1
99 95 1
70 78 1
12 31 1
15 89 1
94 25 -1
19 76 1
32 76 1
15 51 1
79 65 1
54 23 1
40 51 1
91 88 -1
21 94 -1
97 41 1
59 71 1
58 55 1
99 25 -1
62 44 1
64 13 1
76 96 1
15 58 1
15 40 1
98 38 -1
26 24 1
68 49 1
76 63 1
33 88 1
31 32 1
71 73 1
82 93 1
70 59 1
12 91 1
24 95 1
69 39 1
76 99 1
23 91 1
42 40 1
38 70 -1
95 76 1
44 44 1
31 21 1
90 90 1
102 91 1
67 71 1
21 47 1
77 51 1
35 76 1
41 86 1
38 60 -1
79 76 1
15 95 1
11 70 1
88 36 1
60 28 1
89 88 1
88 33 1
37 54 1
60 33 -1
13 47 1
29 88 1
21 11 1
40 38 -1
12 60 1
41 99 1
21 93 1
57 58 1
57 40 1
70 70 1
51 12 -1
82 32 1
88 82 1
15 39 1
39 76 1
70 54 1
96 31 1
44 33 1
44 50 1
25 40 1
19 96 1
43 71 1
65 88 1
11 68 1
35 23 1
100 77 1
37 32 1
11 29 1
78 79 1
13 76 1
88 44 1
65 76 1
96 44 1
20 13 1
33 76 1
88 38 1
88 32 1
24 44 1
64 40 1
58 94 -1
44 32 1
24 29 1
64 89 1
86 41 1
97 25 -1
41 97 1
31 57 1
15 64 1
70 90 1
33 52 1
60 36 1
76 16 1
60 50 1
72 76 1
71 32 1
87 38 -1
71 57 1
82 76 1
24 15 1
23 49 1
32 77 1
35 96 1
76 55 1
91 12 -1
29 86 1
31 47 1
60 82 1
57 51 1
99 44 1
24 26 1
102 49 1
71 93 1
93 40 1
37 76 1
26 65 1
95 79 1
68 40 1
31 40 1
78 91 1
20 32 1
15 36 1
60 94 -1
24 60 1
94 47 1
87 33 1
23 102 1
86 58 1
34 60 1
57 64 1
86 40 1
23 13 1
41 79 1
88 76 1
56 91 1
13 88 1
79 79 1
12 76 1
22 47 1
15 82 1
40 93 1
50 91 1
15 28 1
38 25 -1
70 88 1
20 47 1
44 88 1
37 57 1
64 51 1
67 76 1
69 47 1
88 21 1
95 86 1
50 49 1
11 23 1
49 90 1
76 91 1
73 94 -1
26 76 1
97 15 1
58 57 1
80 76 1
76 74 1
86 20 1
102 11 1
21 14 1
50 37 1
67 35 1
22 76 1
32 24 1
25 38 -1
99 76 1
22 32 1
95 91 1
64 100 1
79 29 1
60 93 1
65 78 1
38 37 -1
54 67 1
97 28 1
37 88 1
21 78 1
99 21 1
12 34 1
41 91 1
79 91 1
65 97 1
82 19 1
64 95 1
54 91 1
58 40 1
62 76 1
41 67 1
79 67 1
77 94 -1
64 38 -1
40 47 1
24 37 1
84 60 1
11 96 1
11 86 1
15 50 1
24 76 1
64 15 1
82 15 1
94 79 -1
91 29 -1
21 95 1
50 11 1
47 91 1
37 52 1
24 88 1
31 95 1
72 77 1
29 79 1
79 24 1
21 59 1
69 13 1
70 76 1
87 88 1
57 38 -1
12 89 1
19 91 1
38 23 -1
78 94 -1
60 57 1
88 99 1
78 41 1
100 71 1
100 72 1
76 75 1
82 78 1
70 35 1
53 54 1
99 88 1
24 65 1
15 21 1
76 45 1
88 14 1
31 15 1
32 37 1
34 25 1
94 19 1
38 88 1
15 13 1
76 66 1
65 60 1
35 91 1
29 91 1
34 24 1
99 65 1
31 31 1
78 58 1
95 94 -1
50 89 1
97 79 1
96 76 1
38 90 1
70 97 1
39 67 1
25 84 1
84 76 1
41 49 1
97 21 1
34 34 1
42 47 1
50 23 1
20 15 1
34 84 1
23 51 1
31 44 1
44 31 1
34 37 1
19 11 1
38 47 1
79 41 1
34 76 1
102 51 1
79 37 1
17 76 1
15 88 1
76 51 1
71 95 1
37 79 1
64 82 1
65 26 1
54 22 1
76 58 1
76 40 1
33 91 1
65 24 1
70 79 1
95 11 1
15 65 1
53 76 1
44 15 1
34 23 1
82 29 1
50 96 1
31 60 1
20 95 1
78 40 1
91 42 -1
19 42 1
68 93 1
29 11 1
23 38 -1
95 41 1
50 51 1
41 58 1
79 58 1
24 97 1
82 25 1
56 40 1
60 95 1
23 25 -1
39 91 1
21 32 1
50 40 1
91 38 -1
13 68 1
97 57 1
77 57 1
57 32 1
97 99 1
64 47 1
37 91 1
31 87 1
99 78 1
31 90 1
97 65 1
11 91 1
25 76 1
82 24 1
71 59 1
94 37 -1
29 41 1
82 60 1
19 40 1
79 34 1
41 20 1
79 20 1
96 35 1
100 48 1
76 43 1
50 64 1
33 11 1
17 19 1
90 91 1
95 40 1
91 33 1
37 60 1
46 76 1
24 79 1
88 70 1
78 86 1
64 76 1
54 51 1
36 39 1
76 85 1
29 13 1
76 30 1
36 91 1
78 51 1
41 40 1
26 91 1
41 89 1
37 68 1
16 49 -1
60 31 1
58 60 1
24 77 1
44 24 1
88 60 1
64 21 1
20 44 1
34 100 1
69 29 1
96 97 1
35 11 1
21 88 1
15 78 1
95 20 1
29 58 1
99 15 1
32 51 1
47 40 1
39 40 1
53 35 1
88 29 1
37 25 1
87 42 -1
60 38 -1
21 38 1
41 95 1
86 84 1
11 53 1
76 36 1
44 87 1
60 15 1
